age,income,gender,region
29,34915.0,Female,East
20,20909.0,Male,South
18,134110.0,Male,East
50,85908.0,Female,South
57,147337.0,Female,North
27,42620.0,Male,East
60,54112.0,Male,South
61,22431.0,Female,West
46,106590.0,Male,West
30,82175.0,Female,West
29,137472.0,Male,South
48,52624.0,Male,East
63,81264.0,Female,North
19,133766.0,Female,North
52,183030.0,Non-binary,South
40,152767.0,Male,South
34,120211.0,Female,South
43,139502.0,Male,East
25,64225.0,Female,West
46,152475.0,Female,East
43,189708.0,Male,East
27,30839.0,Non-binary,South
43,198901.0,Female,North
51,160302.0,Non-binary,East
58,,Female,North
24,191304.0,Male,South
21,133050.0,Male,East
62,45651.0,Male,West
28,117919.0,Male,West
46,59963.0,Female,East
53,137776.0,Female,West
42,99198.0,Non-binary,East
38,164811.0,Male,West
53,150697.0,Female,South
27,83294.0,Non-binary,West
54,199428.0,Female,West
26,21789.0,Male,South
41,170492.0,Female,South
52,109297.0,Male,West
52,188678.0,Male,North
65,189712.0,Male,North
53,138341.0,Female,East
35,64135.0,Female,West
56,57067.0,Female,East
49,37357.0,,South
41,190923.0,Male,West
40,58262.0,Female,South
49,78643.0,Female,West
54,172606.0,Male,West
29,111270.0,Female,South
30,183944.0,Male,West
40,158761.0,Female,West
42,89103.0,Male,East
52,106268.0,Male,South
58,106310.0,Female,North
47,57412.0,Male,North
34,67734.0,Male,West
37,107793.0,Male,East
65,42228.0,Male,West
42,140627.0,Female,East
39,97924.0,Female,West
30,31319.0,Female,North
36,26475.0,Female,South
53,165800.0,Male,East
29,49545.0,Male,West
58,116636.0,Female,West
36,189771.0,Female,East
29,187893.0,Male,East
26,50615.0,Male,North
24,33746.0,Female,East
45,173817.0,Female,West
31,21245.0,Female,North
48,137408.0,Male,North
36,132143.0,Female,South
64,175925.0,Male,South
33,47632.0,Female,South
22,32856.0,Female,East
52,88049.0,Female,North
29,78182.0,Male,East
42,153873.0,,North
38,190821.0,Female,West
53,75654.0,Female,East
40,75381.0,Male,North
33,78601.0,Male,South
56,166154.0,Non-binary,South
62,165720.0,Female,West
59,20364.0,Female,East
56,185640.0,Male,North
31,27436.0,Male,South
48,106713.0,,North
22,177826.0,Female,East
52,80194.0,Male,South
40,44544.0,Male,West
46,83295.0,Female,West
60,163710.0,Male,East
28,89409.0,Female,East
35,146839.0,Male,North
64,133759.0,Female,West
29,37157.0,Male,East
26,196637.0,,East
27,85888.0,Male,West
61,84947.0,Female,North
34,90880.0,Male,North
55,24507.0,Female,West
24,123134.0,,West
63,63988.0,Female,West
30,118421.0,Female,West
57,167937.0,Female,West
59,122591.0,Female,East
26,149614.0,Non-binary,South
44,47213.0,,West
19,77450.0,Male,South
22,155549.0,,North
46,82222.0,Male,East
54,157605.0,Male,South
55,174468.0,Male,North
36,32755.0,Male,North
25,151937.0,Female,North
65,162245.0,Female,West
62,189169.0,Female,East
18,53371.0,Female,North
39,162326.0,Female,West
34,155090.0,Female,South
24,25192.0,Male,East
42,22015.0,Female,South
62,128154.0,Female,South
21,48343.0,Female,West
53,89306.0,Female,South
23,25829.0,Female,East
48,54381.0,Male,South
36,131451.0,Male,West
61,38263.0,Female,North
56,194378.0,Female,West
44,78418.0,Female,North
27,20148.0,Male,South
43,152826.0,Male,North
36,46745.0,Female,West
56,92914.0,Female,West
20,171212.0,Female,East
62,80653.0,Male,East
30,98315.0,Male,North
45,51075.0,Female,North
37,181769.0,Male,East
45,29795.0,Female,South
25,84555.0,Female,East
58,123107.0,Male,South
56,71529.0,Female,North
18,162744.0,Female,North
20,187022.0,Male,West
30,31009.0,Male,West
45,198168.0,Male,South
42,170616.0,Female,South
50,49381.0,Female,East
55,147769.0,Female,South
23,176359.0,Female,North
61,84610.0,Female,North
62,88122.0,Female,North
49,88184.0,Female,West
62,191153.0,Male,South
64,196384.0,Female,South
38,107228.0,Female,West
33,92943.0,Female,West
38,100770.0,Female,West
28,72726.0,Male,North
54,173283.0,Female,South
53,180552.0,Male,East
52,,Female,East
36,62503.0,Female,South
37,77893.0,Female,South
35,197265.0,Female,West
64,81358.0,Female,West
58,100857.0,Male,North
31,140457.0,,West
32,173189.0,Female,South
48,137928.0,Female,North
18,78706.0,Male,East
20,160548.0,Female,South
33,102806.0,Male,East
40,75006.0,Female,South
28,107238.0,Male,South
29,65798.0,Female,North
27,97271.0,Female,North
49,50177.0,Male,West
33,148022.0,Female,South
25,150156.0,Female,South
55,102215.0,Male,North
29,63013.0,Female,East
41,102600.0,Male,West
45,116099.0,Male,South
25,73450.0,Male,North
45,199000.0,Female,South
53,142640.0,Male,North
43,112403.0,Female,West
25,196454.0,Female,East
45,119290.0,Male,South
45,151832.0,Female,South
54,44142.0,Male,West
58,130189.0,Female,East
53,127532.0,Male,South
44,168362.0,Male,West
34,151436.0,Female,South
26,76921.0,Non-binary,South
50,39797.0,Male,West
37,52535.0,Female,West
30,66300.0,Male,North
45,67176.0,Female,North
65,36105.0,Female,South
46,159011.0,Male,West
30,99472.0,Male,East
63,193101.0,Male,East
52,166935.0,Male,South
23,98097.0,Male,North
35,161519.0,Female,West
22,116160.0,,West
64,66940.0,Male,North
42,105001.0,Female,West
19,170714.0,Female,South
27,27928.0,Non-binary,West
47,68002.0,Female,West
62,104853.0,Female,North
22,134614.0,Female,North
50,137517.0,Male,East
18,176089.0,Male,South
35,99064.0,Male,North
49,139694.0,Male,North
64,164385.0,Female,North
28,152631.0,Male,West
38,70893.0,Female,South
43,35167.0,Male,South
42,58598.0,Non-binary,West
39,158595.0,Female,West
44,69777.0,Male,North
30,179511.0,Male,East
50,136378.0,Female,East
51,101060.0,Male,South
58,33285.0,Male,East
52,,Male,North
18,142970.0,Non-binary,West
38,42694.0,Female,South
65,186846.0,Female,South
23,,Female,West
45,,Non-binary,East
34,24611.0,Non-binary,South
22,29372.0,Non-binary,West
48,175384.0,Male,West
22,165152.0,Male,East
55,100618.0,Female,East
20,132945.0,Female,North
40,128397.0,Male,East
54,116213.0,Male,East
54,40874.0,Female,West
27,152669.0,Female,South
27,31600.0,Male,West
36,154819.0,Female,North
34,99415.0,Female,West
38,175887.0,Female,North
31,114348.0,Male,East
26,125736.0,Male,South
63,44714.0,Male,South
18,169962.0,Female,West
62,155797.0,Female,South
30,194277.0,Male,North
21,171756.0,,North
18,131573.0,Male,East
57,,Male,West
49,115918.0,Female,East
51,190842.0,Female,South
45,45457.0,Male,East
48,91667.0,Female,South
25,110751.0,Female,North
56,82894.0,Female,West
43,81305.0,Female,West
51,163684.0,Male,East
20,188161.0,Female,South
29,72137.0,Female,North
18,20559.0,Male,South
61,86249.0,Male,East
22,57361.0,Non-binary,South
47,100720.0,Male,North
47,35261.0,Female,East
34,40372.0,,North
65,75355.0,Male,East
64,118560.0,Male,West
40,183616.0,Female,South
32,20037.0,Female,North
54,194104.0,Female,North
38,61420.0,Female,South
31,117243.0,Female,North
19,149380.0,Female,North
28,54600.0,Male,North
56,199357.0,Male,West
55,109520.0,Female,North
51,25167.0,Female,West
55,20432.0,Female,South
51,89687.0,Non-binary,West
35,91947.0,Female,North
47,116324.0,Female,North
32,70903.0,Male,North
44,85792.0,Female,West
51,53439.0,Female,East
55,184329.0,Female,East
50,195746.0,Male,South
41,71248.0,Non-binary,South
32,196443.0,Female,South
47,188369.0,Male,North
59,54743.0,Female,East
34,99803.0,Female,East
22,95117.0,Male,South
46,42076.0,Female,East
21,107483.0,Male,South
27,154035.0,Male,North
34,139217.0,Male,East
27,164938.0,Female,North
34,124504.0,Non-binary,North
37,183377.0,Female,East
41,,Non-binary,West
22,146244.0,Male,South
51,52813.0,Male,East
23,86729.0,Female,North
19,24512.0,Male,South
30,173738.0,Female,North
60,167702.0,Female,South
60,137907.0,Non-binary,East
65,151708.0,Male,North
28,154847.0,Female,South
64,84591.0,Female,South
40,31351.0,Male,East
33,135400.0,Female,South
48,140533.0,Male,South
28,123627.0,Male,North
33,148381.0,Male,East
25,115707.0,Male,East
21,101678.0,Female,North
57,93309.0,Male,West
21,30778.0,Male,North
42,163573.0,Male,North
20,132713.0,Male,West
49,,Male,South
20,56382.0,Male,East
44,95787.0,Female,East
46,43341.0,Female,West
49,165439.0,Female,East
36,139967.0,Female,West
38,151066.0,Female,South
22,163074.0,Female,West
35,105820.0,Female,East
45,79949.0,Male,East
59,166772.0,Female,West
39,82543.0,Male,East
38,180390.0,Male,West
23,47610.0,Female,East
18,85226.0,Male,North
22,65167.0,Male,South
58,179011.0,Male,East
29,87381.0,Male,East
43,66710.0,Male,East
63,36766.0,Female,West
51,122416.0,Female,East
31,32780.0,Female,West
43,68458.0,Male,East
62,76221.0,,North
44,21509.0,Female,North
26,109493.0,Male,South
43,185418.0,Female,West
64,136850.0,Female,South
39,197946.0,Female,East
64,177220.0,Male,East
47,51533.0,Female,North
60,128144.0,Female,South
65,142402.0,Female,East
34,98467.0,Female,East
43,21359.0,Female,West
53,139119.0,Female,East
18,40344.0,Male,South
25,138499.0,Female,North
52,89778.0,Male,North
32,40601.0,Female,East
64,170188.0,Female,East
39,121013.0,Male,East
31,,Female,West
43,131095.0,Male,East
45,117123.0,Male,East
40,64458.0,Male,West
31,144225.0,Male,South
41,159152.0,Male,West
19,185029.0,Male,North
62,164980.0,Female,West
43,116188.0,Female,West
31,141292.0,Female,South
24,110570.0,Male,South
20,143791.0,Non-binary,East
64,198554.0,Female,West
40,,Male,South
63,118375.0,Female,North
60,58314.0,Male,East
64,128880.0,Female,West
62,120326.0,Female,North
35,166903.0,Male,South
55,141026.0,Female,East
52,171197.0,Male,North
32,82451.0,Male,West
42,65708.0,Non-binary,North
54,37682.0,Non-binary,East
45,122406.0,Female,West
27,186866.0,Female,West
56,79372.0,Male,North
34,59477.0,Female,East
56,189809.0,Male,West
39,153692.0,Male,East
43,186129.0,Female,South
61,191210.0,Male,North
42,73024.0,Male,East
34,160749.0,Male,South
30,195183.0,Male,South
37,175146.0,Male,East
42,37824.0,Male,East
21,151837.0,Male,North
27,196511.0,Female,North
20,117151.0,Female,West
58,68926.0,Female,North
62,187932.0,Female,East
35,32975.0,Male,West
64,94877.0,Male,South
53,97870.0,Male,South
64,101371.0,Female,East
39,177620.0,Female,West
51,120970.0,Female,West
64,118066.0,Male,North
25,189808.0,Male,South
57,81562.0,Female,South
61,60409.0,Male,North
36,29834.0,Female,South
59,122192.0,Female,North
58,20840.0,Female,South
54,51568.0,Non-binary,South
23,30846.0,Non-binary,South
43,156971.0,Female,North
51,106038.0,Female,South
62,189845.0,Male,South
23,149789.0,Non-binary,West
54,127460.0,Female,South
50,94723.0,Male,East
39,124194.0,Male,South
38,131417.0,Male,South
23,155383.0,Female,West
23,76888.0,Female,West
65,61616.0,Male,North
21,,Male,North
47,163670.0,Non-binary,East
28,102476.0,Female,West
47,112416.0,Female,North
48,22580.0,Male,North
41,142834.0,Female,North
26,132148.0,Female,West
20,62321.0,Male,West
48,29386.0,Male,East
57,73171.0,Male,West
54,170594.0,Male,West
53,165707.0,,West
41,151743.0,Male,East
48,53545.0,Male,South
23,46855.0,Female,South
19,55790.0,Male,North
37,71012.0,Female,South
45,137827.0,Male,South
28,34260.0,Female,East
21,21074.0,Male,East
32,193748.0,Female,South
23,160547.0,Female,South
47,,Female,South
55,174219.0,Female,North
19,21986.0,Female,East
32,183502.0,Male,South
28,75479.0,Female,West
25,150833.0,Female,South
43,,Female,West
62,104258.0,Male,North
61,135188.0,Male,West
22,104153.0,Female,East
23,178187.0,Male,North
43,97442.0,Male,North
21,60002.0,Male,South
36,77124.0,Female,North
37,157682.0,,North
50,69752.0,Female,West
37,98947.0,Male,South
29,138972.0,Male,East
64,94716.0,Male,South
18,199065.0,Female,East
43,30073.0,Female,West
31,57251.0,Male,North
55,116496.0,Female,North
54,58897.0,Female,South
28,71616.0,Male,South
53,24482.0,Male,South
30,127990.0,,North
60,190646.0,Male,North
20,63284.0,Female,West
50,92932.0,Female,East
23,27338.0,Female,South
27,193790.0,Female,North
22,163572.0,Female,East
40,162617.0,Female,South
27,81480.0,Non-binary,South
61,156313.0,Female,East
19,173893.0,Male,East
30,24695.0,Male,East
57,34318.0,Female,North
19,70934.0,Female,West
37,173403.0,Male,South
18,,Male,South
54,111891.0,Female,East
26,88754.0,Male,North
34,105677.0,Female,East
26,122320.0,Female,North
28,153909.0,Female,West
32,145261.0,Male,South
41,125338.0,Male,South
55,60077.0,Male,North
52,99915.0,Male,West
47,155311.0,Female,West
48,49669.0,Female,South
22,68624.0,Male,South
61,95147.0,Male,East
31,155222.0,Male,North
28,162181.0,,South
26,177088.0,Female,West
51,163008.0,Female,West
29,162108.0,Female,South
52,,Female,West
52,165093.0,Female,North
18,56943.0,Male,West
57,133694.0,Female,West
39,174316.0,Male,South
46,143351.0,Female,North
25,58985.0,Male,North
28,152574.0,Female,East
58,73836.0,Male,North
54,119714.0,Female,East
31,23770.0,Male,South
47,62865.0,Female,West
52,73811.0,Female,North
38,24001.0,Male,East
54,80848.0,Female,North
22,72635.0,Non-binary,South
36,40946.0,Male,East
31,115852.0,Non-binary,East
43,111103.0,Female,East
21,63744.0,Female,South
42,137729.0,Male,East
62,190231.0,Female,West
59,,Female,South
42,,Male,West
35,165980.0,Female,West
57,195430.0,Male,South
25,186590.0,Male,North
56,77813.0,Female,West
57,116748.0,Female,South
31,157878.0,Female,West
49,124733.0,Male,East
55,191963.0,Male,West
50,146865.0,Male,West
40,103551.0,Female,West
32,149335.0,Female,East
50,59220.0,Female,West
42,37158.0,Male,South
34,100992.0,Female,West
50,,Female,South
64,82576.0,Female,West
19,108027.0,Male,West
31,175260.0,Female,West
57,78830.0,Male,North
57,155091.0,Male,North
56,32419.0,Male,East
23,53697.0,Male,South
23,104932.0,Male,East
20,139712.0,Male,South
24,115428.0,Male,East
25,,Female,East
59,106649.0,Male,West
32,142649.0,Female,West
64,31136.0,Male,West
46,104739.0,Non-binary,West
50,82502.0,Non-binary,West
47,182357.0,Male,East
56,43039.0,Female,South
44,86720.0,Male,North
53,143168.0,Non-binary,North
46,108263.0,Female,South
55,79155.0,Male,North
50,36911.0,Male,East
54,20916.0,Male,South
44,79052.0,Male,South
50,37790.0,Female,North
21,156278.0,Female,North
39,141937.0,Male,East
19,105053.0,Male,West
27,69950.0,Male,South
22,136211.0,Male,West
27,76361.0,Female,North
50,81451.0,Male,South
55,57696.0,Female,West
30,122395.0,Male,East
48,144121.0,Male,East
64,66728.0,Female,East
53,75401.0,Female,South
62,45103.0,Male,South
41,185335.0,Female,South
32,70044.0,Female,South
46,77730.0,Male,South
25,,Female,West
22,57271.0,Female,West
46,97256.0,Male,East
64,197804.0,Female,West
21,86433.0,Male,West
29,121999.0,Male,East
62,43572.0,Female,East
19,58546.0,Female,North
44,166222.0,Female,East
48,,Male,West
53,83690.0,Male,South
53,56948.0,Female,East
43,188102.0,Male,North
60,,Female,West
44,120819.0,Female,North
22,111207.0,Non-binary,North
37,96772.0,Male,West
28,42024.0,Male,North
27,190456.0,Female,West
57,102912.0,Female,North
55,169229.0,Female,South
23,105481.0,Male,East
25,108553.0,Female,South
40,152828.0,Female,South
64,122488.0,Male,North
43,116741.0,Female,East
63,98210.0,Female,East
60,194166.0,Male,East
29,155607.0,Male,North
43,67367.0,Female,South
30,168190.0,Female,West
57,79884.0,Female,West
35,164352.0,Male,West
42,165818.0,Male,East
50,,,West
64,73251.0,Non-binary,South
57,104821.0,Male,West
60,103583.0,Female,East
29,30207.0,Male,East
61,47757.0,Male,West
53,167298.0,Male,East
65,178278.0,Male,West
21,171328.0,Female,East
22,53822.0,Female,North
54,61340.0,,North
